-89.91904939,29.29010263,BA28-10
-89.92009020,29.28484167,BA28-1000
-89.92006288,29.28485231,BA28-1000R
-89.92451675,29.28845428,BA28-1020
-89.92449457,29.28846505,BA28-1020R
-89.91994939,29.28490606,BA28-1040
-89.91997928,29.28489548,BA28-1040R
-89.92445882,29.28847775,BA28-1044
-89.92443599,29.28848850,BA28-1044R
-89.91992450,29.28492127,BA28-1060
-89.91989467,29.28492960,BA28-1060R
-89.92440076,29.28850572,BA28-1068
-89.92438043,29.28851878,BA28-1068R
-89.91902778,29.29011566,BA28-10R
-89.91978446,29.28498117,BA28-1100
-89.91981178,29.28497053,BA28-1100R
-89.91975571,29.28499629,BA28-1120
-89.91972839,29.28500693,BA28-1120R
-89.92702238,29.28721329,BA28-12
-89.92245798,29.28362915,BA28-120
-89.92248659,29.28361853,BA28-120R
-89.92700141,29.28722634,BA28-12R
-89.91908062,29.28535949,BA28-1360
-89.91910865,29.28534661,BA28-1360R
-89.92242808,29.28363973,BA28-140
-89.91896206,29.28541087,BA28-1400
-89.91899388,29.28540033,BA28-1400R
-89.92240005,29.28365261,BA28-140R
-89.91863027,29.28556104,BA28-1520
-89.91865567,29.28555035,BA28-1520R
-89.91843484,29.28566701,BA28-1580
-89.91845787,29.28564950,BA28-1580R
-89.91848019,29.28563423,BA28-1600
-89.91836102,29.28570589,BA28-1600R
-89.91840616,29.28567987,BA28-1620
-89.91838712,29.28569296,BA28-1620R
-89.91833613,29.28572110,BA28-1640
-89.91830995,29.28573627,BA28-1640R
-89.91825638,29.28576435,BA28-1660
-89.91828192,29.28574915,BA28-1660R
-89.91789315,29.28597692,BA28-1800
-89.91791861,29.28596398,BA28-1800R
-89.91757377,29.28616345,BA28-1920
-89.91760258,29.28614608,BA28-1920R
-89.91744547,29.28623940,BA28-1980
-89.91741686,29.28625001,BA28-1980R
-89.92223449,29.28372771,BA28-200
-89.91739376,29.28626977,BA28-2000
-89.91736572,29.28628265,BA28-2000R
-89.92226059,29.28371478,BA28-200R
-89.91731337,29.28631301,BA28-2020
-89.91734019,29.28629784,BA28-2020R
-89.92220767,29.28374287,BA28-220
-89.92218156,29.28375580,BA28-220R
-89.91671567,29.28664642,BA28-2260
-89.91668764,29.28665930,BA28-2260R
-89.92673287,29.28736897,BA28-228
-89.92671076,29.28737748,BA28-228R
-89.91653072,29.28674586,BA28-2320
-89.91655804,29.28673522,BA28-2320R
-89.91647837,29.28677622,BA28-2340
-89.91650519,29.28676106,BA28-2340R
-89.91645097,29.28678912,BA28-2360
-89.91642365,29.28679976,BA28-2360R
-89.91619679,29.28694558,BA28-2460
-89.91616869,29.28696071,BA28-2460R
-89.91587653,29.28711856,BA28-2580
-89.91584721,29.28713141,BA28-2580R
-89.91562993,29.28723686,BA28-2660
-89.91565546,29.28722167,BA28-2660R
-89.91542110,29.28736056,BA28-2740
-89.91544798,29.28734314,BA28-2740R
-89.91716615,29.29129696,BA28-3000
-89.91594073,29.28893957,BA28-3001
-89.91514601,29.28951643,BA28-3002
-89.91503456,29.28915987,BA28-3003R
-89.91586859,29.28913631,BA28-3004
-89.91572478,29.28876547,BA28-3005R
-89.91735746,29.28869722,BA28-3006
-89.91790387,29.28934341,BA28-3007
-89.91906883,29.29024738,BA28-3008
-89.91887468,29.29022486,BA28-3009
-89.92061473,29.28897984,BA28-3010R
-89.92189230,29.28392500,BA28-340
-89.92186619,29.28393792,BA28-340R
-89.92178452,29.28398113,BA28-380
-89.92175964,29.28399634,BA28-380R
-89.92626650,29.28759046,BA28-396
-89.92624503,29.28759898,BA28-396R
-89.92619988,29.28762500,BA28-420
-89.92617898,29.28763579,BA28-420R
-89.92611885,29.28766823,BA28-436
-89.92613911,29.28765742,BA28-436R
-89.92605910,29.28770969,BA28-468
-89.92607814,29.28769660,BA28-468R
-89.92578788,29.28783422,BA28-564
-89.92576634,29.28784499,BA28-564R
-89.92264836,29.28354109,BA28-60
-89.92262168,29.28355175,BA28-60R
-89.92109111,29.28435520,BA28-640
-89.92106572,29.28436589,BA28-640R
-89.92553987,29.28795702,BA28-648
-89.92551518,29.28796547,BA28-648R
-89.92545674,29.28798442,BA28-672
-89.92547822,29.28797589,BA28-672R
-89.92540710,29.28801033,BA28-688
-89.92542807,29.28799729,BA28-688R
-89.92072738,29.28452042,BA28-760
-89.92075349,29.28450750,BA28-760R
-89.92259493,29.28356466,BA28-80
-89.92063908,29.28457024,BA28-800
-89.92060963,29.28458760,BA28-800R
-89.92256819,29.28357758,BA28-80R
-89.92509960,29.28816559,BA28-816
-89.92507806,29.28817636,BA28-816R
-89.92050148,29.28463471,BA28-840
-89.92052887,29.28462181,BA28-840R
-89.92047345,29.28464759,BA28-860
-89.92044406,29.28466269,BA28-860R
-89.92486714,29.28828424,BA28-900
-89.92484624,29.28829503,BA28-900R
-89.92022408,29.28477261,BA28-940
-89.92025154,29.28475746,BA28-940R
-89.92473569,29.28835787,BA28-948
-89.92471350,29.28836863,BA28-948R
-89.92709678,29.28717668,BA28-96
-89.92466142,29.28838998,BA28-964
-89.92468418,29.28838148,BA28-964R
-89.92707395,29.28718742,BA28-96R
-89.92461584,29.28840922,BA28-980
-89.92463802,29.28839846,BA28-980R
-89.92456298,29.28843506,BA28-996
-89.92458395,29.28842201,BA28-996R
